	ProductionUnitId	BatchId	Item	QuantityProduced	QuantityDiscarded	DefectiveQuantitySold
1445	P270	mr417	rock	219	94	43.0
1446	P842	aw087	scissor	249	169	0.0
1447	P842	aw087	paper	260	89	16.0
1448	P842	aw087	rock	229	130	0.0
1449	P638	zh628	scissor	102	2	0.0
1450	P638	zh628	paper	69	0	14.0
1451	P638	zh628	rock	333	83	0.0
1452	P423	tn049	scissor	176	115	0.0
1453	P423	tn049	paper	157	35	0.0
1454	P423	tn049	rock	132	4	22.0
1455	P665	zm762	scissor	328	130	0.0
1456	P665	zm762	paper	269	23	86.0
1457	P665	zm762	rock	160	85	16.0
1458	P146	mq201	scissor	168	55	0.0
1459	P146	mq201	paper	119	11	46.0
1460	P146	mq201	rock	142	44	0.0
1461	P345	il016	scissor	119	22	2.0
1462	P345	il016	paper	133	34	69.0
1463	P345	il016	rock	116	2	0.0
1464	P858	fs838	scissor	265	57	10.0
1465	P858	fs838	paper	309	187	0.0
1466	P858	fs838	rock	164	52	0.0
1467	P695	oc297	scissor	161	82	0.0
1468	P695	oc297	paper	135	41	0.0
1469	P695	oc297	rock	109	54	0.0
1470	P465	nj967	scissor	114	13	0.0
1471	P465	nj967	paper	138	83	0.0
1472	P465	nj967	rock	226	142	0.0
1473	P568	nv964	scissor	195	79	0.0
1474	P568	nv964	paper	187	112	0.0
1475	P568	nv964	rock	90	52	0.0
1476	P999	wv425	scissor	90	35	0.0
1477	P999	wv425	paper	145	9	1.0
1478	P999	wv425	rock	192	18	27.0
1479	P943	us603	scissor	171	33	0.0
1480	P943	us603	paper	195	20	35.0
1481	P943	us603	rock	119	25	0.0
1482	P431	pi597	scissor	219	73	50.0
1483	P431	pi597	paper	99	48	0.0
1484	P431	pi597	rock	76	4	0.0
1485	P985	ix945	scissor	309	89	0.0
1486	P985	ix945	paper	199	53	0.0
1487	P985	ix945	rock	179	60	19.0
1488	P044	pj938	scissor	176	5	44.0
1489	P044	pj938	paper	71	35	24.0
1490	P044	pj938	rock	100	50	0.0
1491	P509	rq503	scissor	49	20	0.0
1492	P509	rq503	paper	153	26	94.0
1493	P509	rq503	rock	270	69	0.0
1494	P405	yc351	scissor	154	9	15.0
1495	P405	yc351	paper	194	46	37.0
1496	P405	yc351	rock	169	62	0.0
1497	P207	xd407	scissor	29	8	0.0
1498	P207	xd407	paper	159	117	0.0
1499	P207	xd407	rock	59	12	0.0
1500	P828	vh690	scissor	65	0	0.0
1501	P828	vh690	paper	92	10	41.0
1502	P828	vh690	rock	103	48	0.0
1503	P977	ed501	scissor	272	112	0.0
1504	P977	ed501	paper	267	80	0.0
1505	P977	ed501	rock	205	11	0.0
1506	P113	yb360	scissor	106	52	0.0
1507	P113	yb360	paper	36	1	0.0
1508	P113	yb360	rock	173	127	0.0
1509	P695	xs543	scissor	212	152	0.0
1510	P695	xs543	paper	56	9	23.0
1511	P695	xs543	rock	227	12	45.0
1512	P693	sz331	scissor	139	1	7.0
1513	P693	sz331	paper	190	28	48.0
1514	P693	sz331	rock	274	4	33.0
1515	P409	vx862	scissor	155	80	0.0
1516	P409	vx862	paper	158	93	0.0
1517	P409	vx862	rock	119	26	0.0
1518	P076	xs368	scissor	92	2	0.0
1519	P076	xs368	paper	136	72	0.0
1520	P076	xs368	rock	165	27	47.0
1521	P699	ew935	scissor	240	87	0.0
1522	P699	ew935	paper	283	51	40.0
1523	P699	ew935	rock	315	82	0.0
1524	P610	rt569	scissor	211	36	30.0
1525	P610	rt569	paper	340	51	76.0
1526	P610	rt569	rock	193	17	47.0
1527	P118	su882	scissor	319	124	109.0
1528	P118	su882	paper	219	12	0.0
1529	P118	su882	rock	99	14	4.0
1530	P413	nd514	scissor	211	36	0.0
1531	P413	nd514	paper	143	39	0.0
1532	P413	nd514	rock	218	83	38.0
1533	P697	nk812	scissor	211	64	31.0
1534	P697	nk812	paper	213	49	47.0
1535	P697	nk812	rock	214	158	0.0
1536	P452	ps794	scissor	89	0	0.0
1537	P452	ps794	paper	239	67	13.0
1538	P452	ps794	rock	132	7	7.0
1539	P525	ax575	scissor	155	7	15.0
1540	P525	ax575	paper	277	98	66.0
1541	P525	ax575	rock	106	28	0.0
1542	P909	ma691	scissor	163	37	73.0
1543	P909	ma691	paper	317	40	49.0
1544	P909	ma691	rock	341	12	0.0
1545	P816	il346	scissor	195	11	0.0
1546	P816	il346	paper	221	24	0.0
1547	P816	il346	rock	157	44	25.0
1548	P497	cl248	scissor	70	3	0.0
1549	P497	cl248	paper	256	143	0.0
1550	P497	cl248	rock	171	32	0.0
1551	P986	ww958	scissor	91	3	27.0
1552	P986	ww958	paper	141	2	0.0
1553	P986	ww958	rock	144	8	0.0
1554	P964	vl999	scissor	165	79	0.0
1555	P964	vl999	paper	48	2	0.0
1556	P964	vl999	rock	113	16	31.0
1557	P085	no518	scissor	194	19	50.0
1558	P085	no518	paper	206	103	0.0
1559	P085	no518	rock	242	27	0.0
1560	P632	xy589	scissor	259	67	31.0
1561	P632	xy589	paper	129	22	25.0
1562	P632	xy589	rock	143	19	0.0
1563	P812	st778	scissor	182	22	0.0
1564	P812	st778	paper	320	152	0.0
1565	P812	st778	rock	165	69	37.0
1566	P857	pb909	scissor	64	1	0.0
1567	P857	pb909	paper	133	19	0.0
1568	P857	pb909	rock	209	43	0.0
1569	P118	wt971	scissor	437	94	89.0
1570	P118	wt971	paper	323	64	54.0
1571	P118	wt971	rock	168	22	0.0
1572	P247	sz024	scissor	159	101	0.0
1573	P247	sz024	paper	169	118	0.0
1574	P247	sz024	rock	56	0	0.0
1575	P534	xb754	scissor	202	24	0.0
1576	P534	xb754	paper	135	4	0.0
1577	P534	xb754	rock	170	134	0.0
1578	P501	ys642	scissor	83	67	0.0
1579	P501	ys642	paper	220	156	16.0
1580	P501	ys642	rock	127	11	0.0
1581	P134	dj153	scissor	201	11	0.0
1582	P134	dj153	paper	203	68	0.0
1583	P134	dj153	rock	282	11	0.0
1584	P041	lc995	scissor	326	12	60.0
1585	P041	lc995	paper	284	140	52.0
1586	P041	lc995	rock	211	50	0.0
1587	P857	gh460	scissor	272	139	19.0
1588	P857	gh460	paper	67	3	0.0
1589	P857	gh460	rock	230	55	38.0
1590	P920	hy645	scissor	272	75	48.0
1591	P920	hy645	paper	95	18	0.0
1592	P920	hy645	rock	235	67	46.0
1593	P031	iz544	scissor	184	131	20.0
1594	P031	iz544	paper	221	25	0.0
1595	P031	iz544	rock	159	23	0.0
1596	P774	lh722	scissor	185	10	10.0
1597	P774	lh722	paper	255	96	0.0
1598	P774	lh722	rock	187	48	0.0
1599	P609	ar911	scissor	192	69	29.0
1600	P609	ar911	paper	39	18	0.0
1601	P609	ar911	rock	262	57	0.0
1602	P142	fx962	scissor	143	47	0.0
1603	P142	fx962	paper	40	9	0.0
1604	P142	fx962	rock	241	96	3.0
1605	P371	ou037	scissor	367	176	44.0
1606	P371	ou037	paper	137	19	0.0
1607	P371	ou037	rock	83	13	0.0
1608	P647	xh088	scissor	273	92	34.0
1609	P647	xh088	paper	309	119	75.0
1610	P647	xh088	rock	328	117	20.0
1611	P518	se745	scissor	155	29	0.0
1612	P518	se745	paper	118	54	1.0
1613	P518	se745	rock	234	80	0.0
1614	P479	xh081	scissor	303	84	0.0
1615	P479	xh081	paper	336	45	0.0
1616	P479	xh081	rock	397	154	0.0
1617	P046	le901	scissor	150	35	0.0
1618	P046	le901	paper	246	64	44.0
1619	P046	le901	rock	212	27	0.0
1620	P884	vm792	scissor	199	73	0.0
1621	P884	vm792	paper	244	131	0.0
1622	P884	vm792	rock	251	15	49.0
1623	P912	jr745	scissor	273	25	39.0
1624	P912	jr745	paper	213	168	0.0
1625	P912	jr745	rock	201	11	1.0
1626	P632	ds668	scissor	205	57	0.0
1627	P632	ds668	paper	151	35	0.0
1628	P632	ds668	rock	209	7	33.0
1629	P242	rs230	scissor	285	136	46.0
1630	P242	rs230	paper	139	98	2.0
1631	P242	rs230	rock	215	161	0.0
1632	P853	wo413	scissor	189	97	0.0
1633	P853	wo413	paper	205	63	10.0
1634	P853	wo413	rock	82	21	6.0
1635	P807	hz739	scissor	170	117	0.0
1636	P807	hz739	paper	234	174	0.0
1637	P807	hz739	rock	75	13	0.0
1638	P103	pg843	scissor	146	27	44.0
1639	P103	pg843	paper	6	6	0.0
1640	P103	pg843	rock	234	56	0.0
1641	P088	oj992	scissor	192	101	53.0
1642	P088	oj992	paper	224	60	0.0
1643	P088	oj992	rock	51	0	0.0
1644	P537	pd505	scissor	186	57	0.0
1645	P537	pd505	paper	121	46	0.0
1646	P537	pd505	rock	165	6	0.0
1647	P632	cq178	scissor	140	75	0.0
1648	P632	cq178	paper	72	2	0.0
1649	P632	cq178	rock	253	149	0.0
1650	P370	zl239	scissor	136	9	52.0
1651	P370	zl239	paper	105	23	0.0
1652	P370	zl239	rock	191	123	0.0
1653	P715	mh833	scissor	167	51	6.0
1654	P715	mh833	paper	133	9	0.0
1655	P715	mh833	rock	223	22	36.0
1656	P004	fv538	scissor	124	55	0.0
1657	P004	fv538	paper	155	36	0.0
1658	P004	fv538	rock	220	11	0.0
1659	P435	hx910	scissor	120	3	6.0
1660	P435	hx910	paper	227	4	0.0
1661	P435	hx910	rock	185	5	0.0
1662	P053	yc905	scissor	175	37	20.0
1663	P053	yc905	paper	227	66	15.0
1664	P053	yc905	rock	208	105	14.0
1665	P624	ay163	scissor	161	47	0.0
1666	P624	ay163	paper	40	2	0.0
1667	P624	ay163	rock	111	6	0.0
1668	P157	ur270	scissor	92	57	0.0
1669	P157	ur270	paper	177	80	0.0
1670	P157	ur270	rock	220	80	0.0
1671	P212	bo978	scissor	183	136	31.0
1672	P212	bo978	paper	240	92	0.0
1673	P212	bo978	rock	97	66	0.0
1674	P058	lo342	scissor	194	55	0.0
1675	P058	lo342	paper	207	117	31.0
1676	P058	lo342	rock	41	9	0.0
1677	P318	jx827	scissor	184	9	0.0
1678	P318	jx827	paper	197	75	0.0
1679	P318	jx827	rock	143	24	0.0
1680	P014	ue726	scissor	235	101	49.0
1681	P014	ue726	paper	282	21	22.0
1682	P014	ue726	rock	309	12	24.0
1683	P612	ui092	scissor	224	85	11.0
1684	P612	ui092	paper	291	4	0.0
1685	P612	ui092	rock	332	46	32.0
1686	P900	pw569	scissor	185	52	36.0
1687	P900	pw569	paper	340	122	17.0
1688	P900	pw569	rock	296	17	0.0
1689	P685	rt637	scissor	85	6	0.0
1690	P685	rt637	paper	134	39	0.0
1691	P685	rt637	rock	233	44	0.0
1692	P552	uw286	scissor	170	10	20.0
1693	P552	uw286	paper	182	93	22.0
1694	P552	uw286	rock	110	0	0.0
1695	P127	hs800	scissor	89	19	29.0
1696	P127	hs800	paper	221	141	0.0
1697	P127	hs800	rock	193	48	0.0
1698	P831	vp272	scissor	254	0	0.0
1699	P831	vp272	paper	321	3	0.0
1700	P831	vp272	rock	274	11	7.0
1701	P802	tv182	scissor	147	72	29.0
1702	P802	tv182	paper	285	138	33.0
1703	P802	tv182	rock	156	46	21.0
1704	P856	ts953	scissor	377	128	40.0
1705	P856	ts953	paper	289	13	84.0
1706	P856	ts953	rock	126	38	18.0
1707	P537	zy583	scissor	10	2	0.0
1708	P537	zy583	paper	114	30	0.0
1709	P537	zy583	rock	133	47	0.0
1710	P411	gf196	scissor	186	54	0.0
1711	P411	gf196	paper	233	81	5.0
1712	P411	gf196	rock	109	1	1.0
1713	P252	ui385	scissor	268	140	0.0
1714	P252	ui385	paper	86	40	0.0
1715	P252	ui385	rock	156	94	13.0
1716	P835	hp529	scissor	61	18	0.0
1717	P835	hp529	paper	237	122	0.0
1718	P835	hp529	rock	179	3	19.0
1719	P283	fk970	scissor	221	54	0.0
1720	P283	fk970	paper	257	18	0.0
1721	P283	fk970	rock	168	65	9.0
1722	P729	tm882	scissor	352	0	101.0
1723	P729	tm882	paper	271	0	33.0
1724	P729	tm882	rock	277	11	64.0
1725	P271	pr305	scissor	111	57	0.0
1726	P271	pr305	paper	292	133	21.0
1727	P271	pr305	rock	274	59	0.0
1728	P698	bs848	scissor	164	60	23.0
1729	P698	bs848	paper	222	84	49.0
1730	P698	bs848	rock	226	14	0.0
1731	P224	ch955	scissor	286	106	7.0
1732	P224	ch955	paper	298	67	30.0
1733	P224	ch955	rock	176	71	0.0
1734	P270	hg841	scissor	183	91	0.0
1735	P270	hg841	paper	210	20	18.0
1736	P270	hg841	rock	94	30	0.0
1737	P258	ie967	scissor	340	80	0.0
1738	P258	ie967	paper	305	146	0.0
1739	P258	ie967	rock	184	8	0.0
1740	P326	yi201	scissor	151	116	33.0
1741	P326	yi201	paper	152	31	49.0
1742	P326	yi201	rock	80	13	0.0
1743	P338	nt689	scissor	6	2	0.0
1744	P338	nt689	paper	121	10	0.0
1745	P338	nt689	rock	203	144	0.0
1746	P710	qj407	scissor	286	167	26.0
1747	P710	qj407	paper	217	30	0.0
1748	P710	qj407	rock	243	2	0.0
1749	P061	bh348	scissor	73	7	13.0
1750	P061	bh348	paper	203	118	0.0
1751	P061	bh348	rock	260	23	22.0
1752	P381	gt470	scissor	397	90	0.0
1753	P381	gt470	paper	220	4	38.0
1754	P381	gt470	rock	175	14	0.0
1755	P201	mu445	scissor	196	21	0.0
1756	P201	mu445	paper	242	16	0.0
1757	P201	mu445	rock	244	137	0.0
1758	P835	na462	scissor	199	13	0.0
1759	P835	na462	paper	167	85	0.0
1760	P835	na462	rock	159	56	43.0
1761	P424	bh345	scissor	172	1	29.0
1762	P424	bh345	paper	268	21	0.0
1763	P424	bh345	rock	223	31	0.0
1764	P594	sv854	scissor	160	16	0.0
1765	P594	sv854	paper	158	0	47.0
1766	P594	sv854	rock	147	26	0.0
1767	P796	ew659	scissor	203	30	66.0
1768	P796	ew659	paper	73	18	27.0
1769	P796	ew659	rock	190	12	0.0
1770	P943	dg835	scissor	240	67	48.0
1771	P943	dg835	paper	117	55	0.0
1772	P943	dg835	rock	297	62	27.0
1773	P395	cw433	scissor	230	103	0.0
1774	P395	cw433	paper	133	21	0.0
1775	P395	cw433	rock	293	49	38.0
1776	P071	fm291	scissor	266	103	0.0
1777	P071	fm291	paper	166	21	5.0
1778	P071	fm291	rock	143	59	11.0
1779	P906	as220	scissor	165	10	0.0
1780	P906	as220	paper	338	159	53.0
1781	P906	as220	rock	117	8	25.0
1782	P116	zs884	scissor	477	150	17.0
1783	P116	zs884	paper	314	11	45.0
1784	P116	zs884	rock	342	16	49.0
1785	P182	ir385	scissor	190	20	0.0
1786	P182	ir385	paper	41	0	0.0
1787	P182	ir385	rock	81	17	0.0
1788	P817	ba609	scissor	36	13	0.0
1789	P817	ba609	paper	46	10	0.0
1790	P817	ba609	rock	76	5	38.0
1791	P763	bz665	scissor	299	156	51.0
1792	P763	bz665	paper	254	23	0.0
1793	P763	bz665	rock	224	19	0.0
1794	P996	kd500	scissor	234	11	0.0
1795	P996	kd500	paper	59	5	0.0
1796	P996	kd500	rock	174	33	24.0
1797	P155	vc354	scissor	284	17	23.0
1798	P155	vc354	paper	213	38	40.0
1799	P155	vc354	rock	245	21	0.0
1800	P271	py465	scissor	174	155	0.0
1801	P271	py465	paper	224	149	0.0
1802	P271	py465	rock	82	3	0.0
1803	P182	cz735	scissor	152	22	0.0
1804	P182	cz735	paper	272	42	58.0
1805	P182	cz735	rock	218	80	0.0
1806	P652	kg058	scissor	325	107	40.0
1807	P652	kg058	paper	265	89	0.0
1808	P652	kg058	rock	298	32	24.0
1809	P711	as138	scissor	308	48	111.0
1810	P711	as138	paper	133	18	0.0
1811	P711	as138	rock	213	51	0.0
1812	P537	in474	scissor	229	96	12.0
1813	P537	in474	paper	146	52	0.0
1814	P537	in474	rock	164	91	7.0
1815	P557	af955	scissor	176	34	0.0
1816	P557	af955	paper	246	114	0.0
1817	P557	af955	rock	370	0	44.0
1818	P509	nv906	scissor	201	143	0.0
1819	P509	nv906	paper	220	173	0.0
1820	P509	nv906	rock	194	31	0.0
1821	P530	ep100	scissor	205	141	0.0
1822	P530	ep100	paper	239	56	9.0
1823	P530	ep100	rock	253	112	19.0
1824	P312	af959	scissor	159	35	33.0
1825	P312	af959	paper	189	48	0.0
1826	P312	af959	rock	244	162	0.0
1827	P729	yk910	scissor	156	12	35.0
1828	P729	yk910	paper	156	47	0.0
1829	P729	yk910	rock	57	0	0.0
1830	P286	xo062	scissor	72	8	24.0
1831	P286	xo062	paper	119	20	0.0
1832	P286	xo062	rock	172	68	0.0
1833	P203	ag425	scissor	138	11	0.0
1834	P203	ag425	paper	220	13	46.0
1835	P203	ag425	rock	256	32	61.0
1836	P328	tr970	scissor	141	7	0.0
1837	P328	tr970	paper	74	3	27.0
1838	P328	tr970	rock	147	6	0.0
1839	P237	qu893	scissor	219	1	38.0
1840	P237	qu893	paper	235	34	0.0
1841	P237	qu893	rock	116	61	22.0
1842	P414	hm429	scissor	45	13	7.0
1843	P414	hm429	paper	250	82	0.0
1844	P414	hm429	rock	190	58	0.0
1845	P144	nm717	scissor	316	136	89.0
1846	P144	nm717	paper	256	103	0.0
1847	P144	nm717	rock	200	49	0.0
1848	P076	jn512	scissor	31	5	0.0
1849	P076	jn512	paper	130	27	23.0
1850	P076	jn512	rock	144	53	79.0
1851	P911	py642	scissor	223	103	73.0
1852	P911	py642	paper	258	155	1.0
1853	P911	py642	rock	255	129	0.0
1854	P659	zw403	scissor	345	71	0.0
1855	P659	zw403	paper	182	29	0.0
1856	P659	zw403	rock	274	117	31.0
1857	P383	qn505	scissor	137	89	4.0
1858	P383	qn505	paper	286	110	0.0
1859	P383	qn505	rock	112	14	0.0
1860	P672	bq747	scissor	308	60	23.0
1861	P672	bq747	paper	266	36	38.0
1862	P672	bq747	rock	169	32	39.0
1863	P424	qx596	scissor	122	2	26.0
1864	P424	qx596	paper	392	185	0.0
1865	P424	qx596	rock	188	67	8.0
1866	P675	gt308	scissor	108	27	31.0
1867	P675	gt308	paper	144	1	27.0
1868	P675	gt308	rock	143	0	23.0
1869	P907	do334	scissor	255	78	35.0
1870	P907	do334	paper	234	137	0.0
1871	P907	do334	rock	114	9	0.0
1872	P043	lv564	scissor	238	103	35.0
1873	P043	lv564	paper	276	35	0.0
1874	P043	lv564	rock	95	13	0.0
1875	P930	wy106	scissor	71	1	0.0
1876	P930	wy106	paper	214	117	3.0
1877	P930	wy106	rock	268	66	0.0
1878	P632	lg825	scissor	161	65	0.0
1879	P632	lg825	paper	194	42	14.0
1880	P632	lg825	rock	227	159	0.0
1881	P699	rm938	scissor	31	0	0.0
1882	P699	rm938	paper	70	1	0.0
1883	P699	rm938	rock	249	69	13.0
1884	P134	mq218	scissor	143	1	35.0
1885	P134	mq218	paper	148	18	28.0
1886	P134	mq218	rock	287	7	0.0
1887	P448	bp349	scissor	272	67	28.0
1888	P448	bp349	paper	285	62	36.0
1889	P448	bp349	rock	336	124	0.0
1890	P295	ps304	scissor	129	73	3.0
1891	P295	ps304	paper	104	44	0.0
1892	P295	ps304	rock	251	17	29.0
1893	P004	dc444	scissor	82	19	21.0
1894	P004	dc444	paper	219	98	10.0
1895	P004	dc444	rock	169	15	0.0
1896	P688	yt537	scissor	192	21	5.0
1897	P688	yt537	paper	122	80	0.0
1898	P688	yt537	rock	183	97	24.0
1899	P857	sp790	scissor	57	7	0.0
1900	P857	sp790	paper	165	87	0.0
1901	P857	sp790	rock	129	53	0.0
1902	P041	bu939	scissor	291	112	0.0
1903	P041	bu939	paper	141	3	0.0
1904	P041	bu939	rock	203	10	0.0
1905	P830	yt842	scissor	214	86	0.0
1906	P830	yt842	paper	49	3	0.0
1907	P830	yt842	rock	51	47	0.0
1908	P830	dt065	scissor	227	78	0.0
1909	P830	dt065	paper	209	100	0.0
1910	P830	dt065	rock	72	10	49.0
1911	P561	kl877	scissor	191	113	0.0
1912	P561	kl877	paper	219	96	35.0
1913	P561	kl877	rock	70	1	0.0
1914	P815	dq343	scissor	280	147	0.0
1915	P815	dq343	paper	112	6	0.0
1916	P815	dq343	rock	108	3	0.0
1917	P619	dn269	scissor	190	108	0.0
1918	P619	dn269	paper	156	26	0.0
1919	P619	dn269	rock	118	25	0.0
1920	P302	ke636	scissor	148	43	0.0
1921	P302	ke636	paper	189	5	34.0
1922	P302	ke636	rock	238	110	47.0
1923	P151	zl715	scissor	118	91	0.0
1924	P151	zl715	paper	105	75	2.0
1925	P151	zl715	rock	115	101	0.0
1926	P295	wx703	scissor	87	5	0.0
1927	P295	wx703	paper	99	13	0.0
1928	P295	wx703	rock	280	179	0.0
1929	P856	ex491	scissor	225	155	16.0
1930	P856	ex491	paper	88	76	0.0
1931	P856	ex491	rock	193	125	0.0
1932	P917	ac583	scissor	223	152	6.0
1933	P917	ac583	paper	111	22	0.0
1934	P917	ac583	rock	69	2	48.0
1935	P517	mf981	scissor	146	30	0.0
1936	P517	mf981	paper	122	61	0.0
1937	P517	mf981	rock	129	37	45.0
1938	P995	nq059	scissor	234	80	62.0
1939	P995	nq059	paper	160	37	12.0
1940	P995	nq059	rock	179	75	0.0
1941	P058	oa990	scissor	135	55	7.0
1942	P058	oa990	paper	158	53	0.0
1943	P058	oa990	rock	191	98	28.0
1944	P852	ze702	scissor	273	128	35.0
1945	P852	ze702	paper	242	34	0.0
1946	P852	ze702	rock	163	6	0.0
1947	P638	wv141	scissor	192	70	0.0
1948	P638	wv141	paper	212	4	0.0
1949	P638	wv141	rock	226	50	0.0
1950	P657	kh156	scissor	321	157	5.0
1951	P657	kh156	paper	110	3	20.0
1952	P657	kh156	rock	404	161	41.0
1953	P893	ed292	scissor	192	88	0.0
1954	P893	ed292	paper	68	14	26.0
1955	P893	ed292	rock	102	40	0.0
1956	P820	go606	scissor	171	63	35.0
1957	P820	go606	paper	221	18	0.0
1958	P820	go606	rock	239	89	0.0
1959	P439	ks779	scissor	198	9	32.0
1960	P439	ks779	paper	165	26	0.0
1961	P439	ks779	rock	241	51	0.0
1962	P411	wg026	scissor	148	62	0.0
1963	P411	wg026	paper	286	9	0.0
1964	P411	wg026	rock	117	1	0.0
1965	P651	tl108	scissor	61	20	0.0
1966	P651	tl108	paper	94	73	0.0
1967	P651	tl108	rock	105	44	0.0
1968	P274	dm667	scissor	251	160	0.0
1969	P274	dm667	paper	184	96	0.0
1970	P274	dm667	rock	192	7	0.0
1971	P112	ri431	scissor	146	26	0.0
1972	P112	ri431	paper	147	118	4.0
1973	P112	ri431	rock	149	114	0.0
1974	P646	eb982	scissor	156	10	45.0
1975	P646	eb982	paper	199	78	0.0
1976	P646	eb982	rock	88	12	0.0
1977	P858	td351	scissor	248	108	0.0
1978	P858	td351	paper	230	135	40.0
1979	P858	td351	rock	243	123	0.0
1980	P186	bm922	scissor	181	18	0.0
1981	P186	bm922	paper	151	7	8.0
1982	P186	bm922	rock	241	17	4.0
1983	P185	db311	scissor	248	5	6.0
1984	P185	db311	paper	77	32	0.0
1985	P185	db311	rock	138	10	25.0
1986	P729	zs189	scissor	288	52	9.0
1987	P729	zs189	paper	254	34	41.0
1988	P729	zs189	rock	105	0	12.0
1989	P302	gy179	scissor	138	14	0.0
1990	P302	gy179	paper	127	75	0.0
1991	P302	gy179	rock	264	65	0.0
1992	P628	lp294	scissor	173	150	0.0
1993	P628	lp294	paper	195	117	0.0
1994	P628	lp294	rock	223	161	34.0
1995	P217	hy981	scissor	418	116	81.0
1996	P217	hy981	paper	270	70	33.0
1997	P217	hy981	rock	346	54	0.0
1998	P708	kr606	scissor	116	12	0.0
1999	P708	kr606	paper	303	96	42.0
2000	P708	kr606	rock	160	12	0.0
2001	P404	fg719	scissor	323	78	65.0
2002	P404	fg719	paper	138	40	0.0
2003	P404	fg719	rock	173	68	0.0
2004	P173	qv073	scissor	185	32	23.0
2005	P173	qv073	paper	231	4	50.0
2006	P173	qv073	rock	93	20	5.0
2007	P869	hn560	scissor	213	21	0.0
2008	P869	hn560	paper	259	105	87.0
2009	P869	hn560	rock	340	36	0.0
2010	P489	mk465	scissor	269	100	37.0
2011	P489	mk465	paper	152	41	0.0
2012	P489	mk465	rock	123	28	0.0
2013	P465	xy111	scissor	71	14	28.0
2014	P465	xy111	paper	224	3	0.0
2015	P465	xy111	rock	318	54	39.0
2016	P667	tg492	scissor	144	40	15.0
2017	P667	tg492	paper	60	34	0.0
2018	P667	tg492	rock	327	82	0.0
2019	P392	qs731	scissor	78	7	0.0
2020	P392	qs731	paper	162	59	6.0
2021	P392	qs731	rock	230	8	63.0
2022	P807	wm637	scissor	313	99	24.0
2023	P807	wm637	paper	355	138	0.0
2024	P807	wm637	rock	365	116	42.0
2025	P763	tw064	scissor	161	71	0.0
2026	P763	tw064	paper	123	43	0.0
2027	P763	tw064	rock	279	15	104.0
2028	P964	nj603	scissor	145	37	16.0
2029	P964	nj603	paper	287	180	0.0
2030	P964	nj603	rock	87	14	0.0
2031	P687	nc570	scissor	251	30	20.0
2032	P687	nc570	paper	207	56	0.0
2033	P687	nc570	rock	256	37	0.0
2034	P406	gh034	scissor	231	25	28.0
2035	P406	gh034	paper	148	82	0.0
2036	P406	gh034	rock	151	34	27.0
2037	P529	is542	scissor	147	12	25.0
2038	P529	is542	paper	194	12	0.0
2039	P529	is542	rock	239	58	0.0
2040	P009	ch948	scissor	156	4	36.0
2041	P009	ch948	paper	240	149	0.0
2042	P009	ch948	rock	230	14	28.0
2043	P869	ld133	scissor	88	25	0.0
2044	P869	ld133	paper	52	0	0.0
2045	P869	ld133	rock	138	7	0.0
2046	P730	dm061	scissor	34	1	0.0
2047	P730	dm061	paper	271	17	0.0
2048	P730	dm061	rock	130	6	0.0
2049	P132	zl173	scissor	142	34	0.0
2050	P132	zl173	paper	159	6	0.0
2051	P132	zl173	rock	236	164	13.0
2052	P517	jj167	scissor	135	71	0.0
2053	P517	jj167	paper	166	9	0.0
2054	P517	jj167	rock	166	54	0.0
2055	P395	ny939	scissor	239	74	11.0
2056	P395	ny939	paper	255	48	44.0
2057	P395	ny939	rock	308	27	8.0
2058	P126	jj160	scissor	304	35	0.0
2059	P126	jj160	paper	203	13	24.0
2060	P126	jj160	rock	113	18	15.0
2061	P986	mb538	scissor	23	8	0.0
2062	P986	mb538	paper	190	58	22.0
2063	P986	mb538	rock	227	50	36.0
2064	P717	xe223	scissor	155	18	0.0
2065	P717	xe223	paper	248	108	0.0
2066	P717	xe223	rock	126	17	36.0
2067	P299	lx618	scissor	387	70	45.0
2068	P299	lx618	paper	335	74	44.0
2069	P299	lx618	rock	169	17	38.0
2070	P533	nj548	scissor	176	8	0.0
2071	P533	nj548	paper	58	7	37.0
2072	P533	nj548	rock	65	8	0.0
2073	P014	jb038	scissor	278	141	0.0
2074	P014	jb038	paper	218	17	22.0
2075	P014	jb038	rock	66	6	47.0
2076	P825	cu002	scissor	239	131	0.0
2077	P825	cu002	paper	162	46	0.0
2078	P825	cu002	rock	228	20	0.0
2079	P545	ia452	scissor	178	51	0.0
2080	P545	ia452	paper	145	12	0.0
2081	P545	ia452	rock	131	14	47.0
2082	P517	hf772	scissor	197	19	22.0
2083	P517	hf772	paper	220	82	23.0
2084	P517	hf772	rock	83	10	21.0
2085	P434	oy742	scissor	115	65	0.0
2086	P434	oy742	paper	151	131	0.0
2087	P434	oy742	rock	89	7	0.0
2088	P212	xm759	scissor	206	84	0.0
2089	P212	xm759	paper	235	64	0.0
2090	P212	xm759	rock	298	59	45.0
2091	P218	oy747	scissor	253	69	0.0
2092	P218	oy747	paper	150	39	0.0
2093	P218	oy747	rock	175	48	38.0
2094	P884	yh292	scissor	246	45	0.0
2095	P884	yh292	paper	316	143	0.0
2096	P884	yh292	rock	284	97	66.0
2097	P426	qi059	scissor	253	112	64.0
2098	P426	qi059	paper	200	53	0.0
2099	P426	qi059	rock	186	16	47.0
2100	P357	mt154	scissor	148	43	0.0
